"section|1861(hh)(1)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:hh/p:1", "2"
"International|Human|Rights|Defense|Act|of|2014", "International Human Rights Defense Act of 2014", "2"
"Section|306|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:306", "8"
"Tallying|of|the|Actual|Liabilities|Act|of|2013", "Tallying of the Actual Liabilities Act of 2013", "1"
"Section|12(d)|of|the|Voting|Rights|Act|of|1965", "Voting Rights Act of 1965/s:12/ss:d", "2"
"section|7(b)(9)|of|the|Railroad|Retirement|Act", "Railroad Retirement Act/s:7/ss:b/p:9", "1"
"subparagraph|(A),|(B),|or|(C)|of|paragraph|(1)", "National Flood Insurance Act of 1968/s:1307/ss:g/p:1/sp:A,B,C", "1"
"section|2703A|of|the|Public|Health|Service|Act", "Public Health Service Act/s:2703A", "2"
"chapter|2|of|title|II|of|the|Trade|Act|of|1974", "Trade Act of 1974/t:II/ch:2", "6"
"Paragraph|(2)|of|section|4980H(b)|of|such|Code", "Internal Revenue Code of 1986/s:4980H/ss:b/p:2", "1"
"Section|213|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:213", "1"
"Paragraph|(2)|of|section|1400B(e)|of|such|Code", "Internal Revenue Code of 1986/s:1400B/ss:e/p:2", "2"
"section|307|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:307", "1"
"Safe|and|Drug-Free|Schools|and|Communities|Act", "Safe and Drug-Free Schools and Communities Act", "1"
"Consolidated|Omnibus|Budget|Reconciliation|Act", "Consolidated Omnibus Budget Reconciliation Act", "1"
"Section|315|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:315", "3"
"Section|1238G|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1238G", "4"
"section|6(a)|of|the|Iran|Sanctions|Act|of|1996", "Iran Sanctions Act of 1996/s:6/ss:a", "4"
"Section|4s(h)(2)|of|the|Commodity|Exchange|Act", "Commodity Exchange Act/s:4s/ss:h/p:2", "7"
"section|1240H|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1240H", "2"
"section|1866F(b)(5)|of|the|Social|Security|Act", "Social Security Act/s:1866F/ss:b/p:5", "1"
"Sex|Offender|Registration|and|Notification|Act", "Sex Offender Registration and Notification Act", "3"
"12(a)|of|the|Export|Administration|Act|of|1979", "Export Administration Act of 1979/s:12/ss:a", "1"
"Section|643|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:643", "1"
"Common|Sense|in|Species|Protection|Act|of|2014", "Common Sense in Species Protection Act of 2014", "1"
"Agriculture|Reform,|Food,|and|Jobs|Act|of|2012", "Agriculture Reform, Food, and Jobs Act of 2012", "1"
"Private|Property|Rights|Protection|Act|of|2013", "Private Property Rights Protection Act of 2013", "1"
"Section|1240H|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1240H", "10"
"Section|1238F|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1238F", "2"
"S|Corporation|Permanent|Tax|Relief|Act|of|2014", "S Corporation Permanent Tax Relief Act of 2014", "3"
"Section|1240A|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1240A", "7"
"section|10(o)(10)|of|the|Home|Owners’|Loan|Act", "Home Owners’ Loan Act/s:10/ss:o/p:10", "1"
"(c)|of|section|1870|of|the|Social|Security|Act", "Social Security Act/s:1870/ss:c", "1"
"sections|1|through|14|of|the|Wagner-Peyser|Act", "Wagner-Peyser Act/s:1..14", "8"
"War|Authorization|Review|and|Determination|Act", "War Authorization Review and Determination Act", "1"
"Section|302|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:302", "1"
"Section|701|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:701", "4"
"Section|413|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:413", "3"
"subparagraphs|(B)|through|(G)|of|paragraph|(1)", "Community Parks Revitalization Act/s:207/ss:c/p:1/sp:B..G", "1"
"Section|217|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:217", "1"
"section|705|of|the|Communications|Act|of|1934,", "Communications Act of 1934/s:705", "1"
"Section|2(a)(13)|of|the|Commodity|Exchange|Act", "Commodity Exchange Act/s:2/ss:a/p:13", "5"
"(x)|of|section|1903|of|the|Social|Security|Act", "Social Security Act/s:1903/ss:x", "1"
"title|I|and|subtitle|B|of|title|II|of|such|Act", "Health Care and Education Reconciliation Act of 2010/t:II/t:IandsubtitleB", "1"
"Section|15|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:15", "1"
"section|1861(aa)(2)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:aa/p:2", "1"
"Section|5(b)|of|the|Iran|Sanctions|Act|of|1996", "Iran Sanctions Act of 1996/s:5/ss:b", "1"
"subparagraphs|(E)|through|(G)|of|paragraph|(2)", "Promoting Innovations to 21st Century Careers Act/s:103/ss:e/p:2/sp:E..G", "1"
"section|502|of|the|Federal|Meat|Inspection|Act", "Federal Meat Inspection Act/s:502", "4"
"Section|21|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:21", "1"
"section|5(b)|of|the|National|Trails|System|Act", "National Trails System Act/s:5/ss:b", "2"
"subparagraphs|(A)|through|(E)|of|section|10(2)", "Supporting Early Learning Act/s:10/p:2/sp:A..E", "1"
"paragraphs|(10)|through|(13)|of|section|205(a)", "Sean and David Goldman International Child Abduction Prevention and Return Act of 2013/s:205/ss:a/p:10..13", "8"
"Section|18|of|the|Bretton|Woods|Agreements|Act", "Bretton Woods Agreements Act/s:18", "3"
"Section|5|of|the|Project|Bioshield|Act|of|2004", "Project Bioshield Act of 2004/s:5", "4"
"Section|207|of|the|Andean|Trade|Preference|Act", "Andean Trade Preference Act/s:207", "5"
"Highway|and|Transportation|Funding|Act|of|2014", "Highway and Transportation Funding Act of 2014", "12"
"Section|309|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:309", "3"
"Section|399FF|of|the|Public|Health|Service|Act", "Public Health Service Act/s:399FF", "1"
"Section|1861(ee)(2)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:ee/p:2", "1"
"section|403|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:403", "1"
"Section|19|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:19", "1"
"Tax|Return|Preparer|Accountability|Act|of|2014", "Tax Return Preparer Accountability Act of 2014", "1"
"Paragraph|(5)|of|section|1400N(a)|of|such|Code", "Internal Revenue Code of 1986/s:1400N/ss:a/p:5", "1"
"Section|5(c)|of|the|Highlands|Conservation|Act", "Highlands Conservation Act/s:5/ss:c", "2"
"Section|4(e)|of|the|Highlands|Conservation|Act", "Highlands Conservation Act/s:4/ss:e", "2"
"Section|901(b)|of|the|Agricultural|Act|of|1970", "Agricultural Act of 1970/s:901/ss:b", "3"
"subclauses|(I),|(II),|and|(III)|of|clause|(ii)", "Older Americans Act of 1965/s:306/ss:a/p:4/sp:A/cl:ii/scl:I, II, III", "1"
"section|3|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:3", "72"
"(ii)|of|subparagraph|(C),|of|subsection|(a)(6)", "Immigration and Nationality Act/s:212/ss:a/p:6/sp:C/cl:ii", "1"
"Good|Samaritan|Search|and|Recovery|Act|of|2013", "Good Samaritan Search and Recovery Act of 2013", "1"
"paragraphs|(15)|through|(20)|of|subsection|(c)", "Beyond the Soup Kitchen Grants Program Act of 2013/s:206/ss:c/p:15.. 20", "1"
"section|9|of|the|Shark|Finning|Prohibition|Act", "Shark Finning Prohibition Act/s:9", "1"
"V|of|the|Small|Business|Investment|Act|of|1958", "Small Business Investment Act of 1958/t:V", "2"
"section|140B(n)(1)|of|the|Truth|in|Lending|Act", "Truth in Lending Act/s:140B/ss:n/p:1", "1"
"Section|1847A(c)(3)|of|the|Social|Security|Act", "Social Security Act/s:1847A/ss:c/p:3", "2"
"Section|339|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:339", "5"
"Section|426|of|the|Justice|for|All|Act|of|2004", "Justice for All Act of 2004/s:426", "2"
"section|267(c)(4)|of|the|Internal|Revenue|Code", "Internal Revenue Code/s:267/ss:c/p:4", "1"
"section|5(b)|of|the|Trading|With|the|Enemy|Act", "Trading With the Enemy Act/s:5/ss:b", "3"
"subparagraphs|(B)|through|(G)|of|paragraph|(2)", "Truth in Lending Act/s:128/ss:e/p:2/sp:B..G", "1"
"Empowering|Youth|Through|Summer|Employment|Act", "Empowering Youth Through Summer Employment Act", "1"
"section|8|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:8", "5"
"section|852|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:852", "1"
"section|6|of|the|Inspector|General|Act|of|1978", "Inspector General Act of 1978/s:6", "6"
"Section|28|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:28", "1"
"Federal|Adjustment|of|Income|Rates|Act|of|2014", "Federal Adjustment of Income Rates Act of 2014", "2"
"clause|(ii)|of|paragraph|(1)|of|subsection|(a)", "Social Security Act/s:223/ss:a/p:1/cl:ii", "1"
"No|Bailouts|for|Insurance|Industry|Act|of|2014", "No Bailouts for Insurance Industry Act of 2014", "1"
"215|of|the|Hawaiian|Homes|Commission|Act,|1920", "Hawaiian Homes Commission Act, 1920/s:215", "2"
"Paragraph|(2)|of|section|1400B(g)|of|such|Code", "Internal Revenue Code of 1986/s:1400B/ss:g/p:2", "2"
"Transportation|Equity|Act|for|the|21st|Century", "Transportation Equity Act for the 21st Century", "5"
"Resource|Conservation|and|Recovery|Act|of|1976", "Resource Conservation and Recovery Act of 1976", "2"
"section|17(p)(2)(D)|of|the|Mineral|Leasing|Act", "Mineral Leasing Act/s:17/ss:p/p:2/sp:D", "1"
"Section|5b(k)(5)|of|the|Commodity|Exchange|Act", "Commodity Exchange Act/s:5b/ss:k/p:5", "6"
"Paragraph|(1)|of|section|2032A(c)|of|such|Code", "Internal Revenue Code of 1986/s:2032A/ss:c/p:1", "1"
"Clause|(i)|of|section|42(d)(5)(B)|of|such|Code", "Internal Revenue Code of 1986/s:42/ss:d/p:5/sp:B/cl:i", "2"
"Title|III|of|the|National|Security|Act|of|1947", "National Security Act of 1947/t:III", "1"
"Frederick|Douglass|Bicentennial|Commission|Act", "Frederick Douglass Bicentennial Commission Act", "1"
"title|I|of|the|Global|Partnerships|Act|of|2013", "Global Partnerships Act of 2013/t:I", "1"
"Section|1442(e)|of|the|Safe|Drinking|Water|Act", "Safe Drinking Water Act/s:1442/ss:e", "3"
"section|307|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:307", "2"
"Section|501|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:501", "3"
"Longshore|and|Harbor|Workers'|Compensation|Act", "Longshore and Harbor Workers' Compensation Act", "1"
"Private|Property|Rights|Protection|Act|of|2014", "Private Property Rights Protection Act of 2014", "1"
"214A|of|the|Victims|of|Child|Abuse|Act|of|1990", "Victims of Child Abuse Act of 1990/s:214A", "2"
"section|703(m)|of|the|Civil|Rights|Act|of|1964", "Civil Rights Act of 1964/s:703/ss:m", "2"
"Section|373|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:373", "4"
"EPA|Hydraulic|Fracturing|Study|Improvement|Act", "EPA Hydraulic Fracturing Study Improvement Act", "1"
"Section|305|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:305", "1"
"subparagraphs|(C)|through|(E)|of|paragraph|(2)", "Immigration and Nationality Act/s:275/ss:a/p:2/sp:C..E", "1"
"Section|20|of|the|Indian|Gaming|Regulatory|Act", "Indian Gaming Regulatory Act/s:20", "1"
"section|34(d)(11)|of|the|Trademark|Act|of|1946", "Trademark Act of 1946/s:34/ss:d/p:11", "1"
"Career|and|Technical|Education|Opportunity|Act", "Career and Technical Education Opportunity Act", "1"
"Section|216(d)|of|the|Federal|Credit|Union|Act", "Federal Credit Union Act/s:216/ss:d", "1"
"section|11|y.|of|the|Atomic|Energy|Act|of|1954", "Atomic Energy Act of 1954/s:11/p:y.", "1"
"Section|11|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:11", "1"
"section|7024(b)(2)|of|the|America|COMPETES|Act", "America COMPETES Act/s:7024/ss:b/p:2", "5"
"McKinney-Vento|Homeless|Assistance|Act|of|1987", "McKinney-Vento Homeless Assistance Act of 1987", "1"
"chapter|1|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:1", "14"
"(k)|of|section|203|of|the|National|Housing|Act", "National Housing Act/s:203/ss:k", "1"
"Section|2|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:2", "6"
"Section|399DD|of|the|Public|Health|Service|Act", "Public Health Service Act/s:399DD", "5"
"Verified|And|Legitimate|ID|(VALID)|Act|of|2014", "Verified And Legitimate ID (VALID) Act of 2014", "1"
"section|1452(j)|of|the|Safe|Drinking|Water|Act", "Safe Drinking Water Act/s:1452/ss:j", "2"
"section|1238I|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1238I", "1"
"Helping|Entrepreneurs|Lower|Prices|Act|of|2014", "Helping Entrepreneurs Lower Prices Act of 2014", "1"
"Section|103(bb)(4)|of|the|Truth|in|Lending|Act", "Truth in Lending Act/s:103/ss:bb/p:4", "7"
"section|402(b)|of|the|Civil|Rights|Act|of|1991", "Civil Rights Act of 1991/s:402/ss:b", "3"
"subparagraphs|(B)|through|(I)|of|paragraph|(2)", "Water Resources Development Act of 2013/s:10009/ss:b/p:2/sp:B..I", "1"
"Section|1(b)|of|the|Rehabilitation|Act|of|1973", "Rehabilitation Act of 1973/s:1/ss:b", "4"
"Longshore|and|Harbor|Workers’|Compensation|Act", "Longshore and Harbor Workers’ Compensation Act", "2"
"Budget|and|Accounting|Transparency|Act|of|2013", "Budget and Accounting Transparency Act of 2013", "1"
"Section|102|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:102", "12"
"section|1861(aa)(5)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:aa/p:5", "2"
"section|3|of|the|National|Security|Act|of|1947", "National Security Act of 1947/s:3", "25"
"Paragraph|(12)|of|section|3401(a)|of|such|Code", "Internal Revenue Code of 1986/s:3401/ss:a/p:12", "3"
"274A(d)|of|the|Immigration|and|Nationality|Act", "Immigration and Nationality Act/s:274A/ss:d", "1"
"Section|2719B|of|the|Public|Health|Service|Act", "Public Health Service Act/s:2719B", "1"
"Section|703|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:703", "2"
"Section|20(d)(2)|of|the|Securities|Act|of|1933", "Securities Act of 1933/s:20/ss:d/p:2", "7"
"section|5(b)|of|the|Trading|with|the|Enemy|Act", "Trading with the Enemy Act/s:5/ss:b", "4"
"National|Historic|Vehicle|Register|Act|of|2014", "National Historic Vehicle Register Act of 2014", "1"
"Section|303|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:303", "4"
"section|1899B(a)(2)|of|the|Social|Security|Act", "Social Security Act/s:1899B/ss:a/p:2", "3"
"Section|20|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:20", "1"
"Section|413|of|the|Justice|for|All|Act|of|2004", "Justice for All Act of 2004/s:413", "2"
"Section|1115A(d)(1)|of|the|Social|Security|Act", "Social Security Act/s:1115A/ss:d/p:1", "1"
"Section|1860D–12(b)|of|the|Social|Security|Act", "Social Security Act/s:1860D–12/ss:b", "5"
"section|1452(i)|of|the|Safe|Drinking|Water|Act", "Safe Drinking Water Act/s:1452/ss:i", "1"
"Paragraph|(3)|of|section|1400E(b)|of|such|Code", "Internal Revenue Code of 1986/s:1400E/ss:b/p:3", "1"
"section|701(c)|of|the|Civil|Rights|Act|of|1964", "Civil Rights Act of 1964/s:701/ss:c", "8"
"Section|3|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:3", "1"
"Section|207|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:207", "3"
"Authorized|Rural|Water|Projects|Completion|Act", "Authorized Rural Water Projects Completion Act", "2"
"Title|VIII|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/t:VIII", "1"
"Section|1139A(a)(7)|of|the|Social|Security|Act", "Social Security Act/s:1139A/ss:a/p:7", "1"
"Helping|Working|Families|Afford|Child|Care|Act", "Helping Working Families Afford Child Care Act", "1"
"section|399OO|of|the|Public|Health|Service|Act", "Public Health Service Act/s:399OO", "6"
"title|IV|of|the|Agriculture|Credit|Act|of|1978", "Agriculture Credit Act of 1978/t:IV", "1"
"(t)|of|section|1903|of|the|Social|Security|Act", "Social Security Act/s:1903/ss:t", "1"
"sections|13|and|13A|of|the|Federal|Reserve|Act", "Federal Reserve Act/s:13and13A", "1"
"section|408|of|the|Mutual|Security|Act|of|1954", "Mutual Security Act of 1954/s:408", "1"
"subparagraphs|(A)|through|(H)|of|paragraph|(3)", "Elementary and Secondary Education Act of 1965/s:5202/ss:e/p:3/sp:A..H", "1"
"(e)|of|section|1615|of|the|Social|Security|Act", "Social Security Act/s:1615/ss:e", "1"
"Section|3(a)|of|the|National|Trails|System|Act", "National Trails System Act/s:3/ss:a", "2"
"subparagraphs|(A)|through|(E)|of|paragraph|(6)", "Terrorism Risk Insurance Act of 2002/s:103/ss:e/p:6/sp:A..E", "1"
"Section|1905(a)(13)|of|the|Social|Security|Act", "Social Security Act/s:1905/ss:a/p:13", "1"
"Section|7(2)|of|the|Rehabilitation|Act|of|1973", "Rehabilitation Act of 1973/s:7/p:2", "1"
"Section|399AA|of|the|Public|Health|Service|Act", "Public Health Service Act/s:399AA", "4"
"Federal|Land|Policy|and|Management|Act|of|1976", "Federal Land Policy and Management Act of 1976", "169"
"Section|1902(e)(12)|of|the|Social|Security|Act", "Social Security Act/s:1902/ss:e/p:12", "3"
"paragraphs|(20)|through|(36)|of|subsection|(a)", "Lower Rio Grande Valley Water Resources Conservation and Improvement Act of 2000/s:4/ss:a/p:20..36", "2"
"Lead|Exposure|Reduction|Amendments|Act|of|2012", "Lead Exposure Reduction Amendments Act of 2012", "2"
"Chapter|1|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:1", "1"
"section|5|of|the|Inspector|General|Act|of|1978", "Inspector General Act of 1978/s:5", "6"
"Section|1240I|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1240I", "8"
"Agriculture|Reform,|Food,|and|Jobs|Act|of|2013", "Agriculture Reform, Food, and Jobs Act of 2013", "90"
"Section|702|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:702", "1"
"Section|1235A|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1235A", "6"
"section|303|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:303", "5"
"chapter|1|of|title|II|of|the|Trade|Act|of|1974", "Trade Act of 1974/t:II/ch:1", "2"
"subparagraphs|(C)|through|(N)|of|paragraph|(2)", "Workforce Investment Act of 1998/s:501/ss:b/p:2/sp:C..N", "2"
"section|1902(a)(82)|of|the|Social|Security|Act", "Social Security Act/s:1902/ss:a/p:82", "1"
"Section|1001D|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1001D", "9"
"Family|and|Medical|Insurance|Leave|Act|of|2013", "Family and Medical Insurance Leave Act of 2013", "1"
"Section|415(a)(2)(B)|of|the|Food|for|Peace|Act", "Food for Peace Act/s:415/ss:a/p:2/sp:B", "6"
"section|404|of|the|FISA|Amendments|Act|of|2008", "FISA Amendments Act of 2008/s:404", "1"
"section|101|of|theHigher|Education|Act|of|1965", "Higher Education Act of 1965/s:101", "1"
"Section|9|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:9", "1"
"paragraphs|(10)|through|(12)|of|section|205(a)", "Sean and David Goldman International Child Abduction Prevention and Return Act of 2013/s:205/ss:a/p:10..12", "8"
"Section|1866D(a)(2)|of|the|Social|Security|Act", "Social Security Act/s:1866D/ss:a/p:2", "2"
"Section|2(a)(12)|of|the|Commodity|Exchange|Act", "Commodity Exchange Act/s:2/ss:a/p:12", "12"
"section|129C(c)(2)|of|the|Truth|in|Lending|Act", "Truth in Lending Act/s:129C/ss:c/p:2", "1"
"Armed|Forces|Voluntary|Recruitment|Act|of|1945", "Armed Forces Voluntary Recruitment Act of 1945", "2"
"Section|17|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:17", "1"
